name,site,subtypes,category,type,phone,phone.phones_enricher.carrier_name,phone.phones_enricher.carrier_type,latitude,longitude,full_address,city,state,area_service,rating,reviews,reviews_link,photos_count,working_hours,verified,location_link,place_id,email_1,email_1.emails_validator.status,facebook,instagram,logo,primary_color,secondary_color,slug
Elliot's Plumbing,https://elliotsplumbing.com/,Plumber,Plumber,Plumber,+1 985-400-4847,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,30.4417863,-90.2276769,"200 Whispering Ln, Madisonville, LA 70447",Madisonville,Louisiana,False,4.9,20.0,"https://search.google.com/local/reviews?placeid=ChIJ6Yo9EIBBJ4YRczmxGnPhFKE&q=plumber,+70437,+Folsom,+LA,+US&authuser=0&hl=en&gl=US",8.0,"{""Sunday"": ""9AM-6PM"", ""Monday"": ""9AM-6PM"", ""Tuesday"": ""9AM-6PM"", ""Wednesday"": ""9AM-6PM"", ""Thursday"": ""9AM-6PM"", ""Friday"": ""9AM-6PM"", ""Saturday"": ""9AM-6PM""}",True,"https://www.google.com/maps/place/Elliot%27s+Plumbing/@30.441786299999997,-90.22767689999999,14z/data=!4m8!1m2!2m1!1sElliot%27s+Plumbing!3m4!1s0x86274180103d8ae9:0xa114e1731ab13973!8m2!3d30.441786299999997!4d-90.22767689999999",ChIJ6Yo9EIBBJ4YRczmxGnPhFKE,,,https://www.facebook.com/295428050313608,,https://lh4.googleusercontent.com/-DsH3PZhvpx4/AAAAAAAAAAI/AAAAAAAAAAA/uoMZXd1czrk/s256/photo.jpg,#a88177,#fdfdfd,elliotsplumbing
Jim's Services Plumbing & Repairs,,Plumber,Plumber,Plumber,+1 504-451-7611,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,30.3966062,-90.1197451,"Mandeville, LA 70471",Mandeville,Louisiana,False,5.0,7.0,"https://search.google.com/local/reviews?placeid=ChIJVTxlkgRbJ4YRlr3WUs8izXA&q=plumber,+70437,+Folsom,+LA,+US&authuser=0&hl=en&gl=US",1.0,,False,"https://www.google.com/maps/place/Jim%27s+Services+Plumbing+%26+Repairs/@30.396606199999997,-90.1197451,14z/data=!4m8!1m2!2m1!1sJim%27s+Services+Plumbing+%26+Repairs!3m4!1s0x86275b0492653c55:0x70cd22cf52d6bd96!8m2!3d30.396606199999997!4d-90.1197451",ChIJVTxlkgRbJ4YRlr3WUs8izXA,,,,,,,,jimsservicesplumbingrepairs
Stuart Services,https://www.stuartservices.com/?utm_source=google,"Plumber, Air conditioning contractor, Drainage service, Electrician, Furnace repair service, Electric generator shop, Heating contractor, HVAC contractor, Lighting contractor, Air conditioning repair service",Air conditioning repair service,Plumber,+1 985-214-4279,,landline,30.4035196,-90.1165545,"105 Beau Chene Blvd Suite F, Mandeville, LA 70471",Mandeville,Louisiana,False,4.8,109.0,"https://search.google.com/local/reviews?placeid=ChIJP4X5eKRbJ4YRCcglNy0YaTM&q=plumber,+70437,+Folsom,+LA,+US&authuser=0&hl=en&gl=US",24.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/Stuart+Services/@30.4035196,-90.11655449999999,14z/data=!4m8!1m2!2m1!1sStuart+Services!3m4!1s0x86275ba478f9853f:0x3369182d3725c809!8m2!3d30.4035196!4d-90.11655449999999",ChIJP4X5eKRbJ4YRCcglNy0YaTM,,,https://www.facebook.com/stuartservices/,,https://lh6.googleusercontent.com/-IfuSiomnM30/AAAAAAAAAAI/AAAAAAAAAAA/FU5w-ZNabFQ/s256/photo.jpg,#fdfdfd,#ab7e8f,stuartservices
ATP Plumbing & Drain,http://www.atpplumbinganddrain.com/,"Plumber, Service establishment",Plumber,Plumber,+1 504-206-1740,T-Mobile USA Inc.,mobile,30.455048,-90.1429916,,Covington,LA,True,,,,18.0,"{""Sunday"": ""8AM-7PM"", ""Monday"": ""7AM-7PM"", ""Tuesday"": ""7AM-7PM"", ""Wednesday"": ""7AM-7PM"", ""Thursday"": ""7AM-7PM"", ""Friday"": ""7AM-7PM"", ""Saturday"": ""8AM-7PM""}",True,"https://www.google.com/maps/place/ATP+Plumbing+%26+Drain/@30.455047999999998,-90.1429916,14z/data=!4m8!1m2!2m1!1sATP+Plumbing+%26+Drain!3m4!1s0xa21679c467364ac1:0xf591a0516693b8ea!8m2!3d30.455047999999998!4d-90.1429916",ChIJwUo2Z8R5FqIR6riTZlGgkfU,thomas@atpplumbinganddrain.com,RECEIVING,,https://www.instagram.com/atp_plumbing_drain,https://lh5.googleusercontent.com/-BqS-WfM7li0/AAAAAAAAAAI/AAAAAAAAAAA/Gi9ytSlh_tU/s256/photo.jpg,#4374e0,#9fc2fe,atpplumbingdrain
CLEAR LINE LLC,,"Plumber, Service establishment",Plumber,Plumber,+1 985-807-7595,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,30.303481,-90.4299785,,Akers,LA,True,5.0,2.0,"https://search.google.com/local/reviews?placeid=ChIJv3ob_1JZJ4YRxdYx9X9wq1k&q=plumber,+70437,+Folsom,+LA,+US&authuser=0&hl=en&gl=US",1.0,"{""Sunday"": ""8AM-5PM"", ""Monday"": ""8AM-6:30PM"", ""Tuesday"": ""8AM-6:30PM"", ""Wednesday"": ""8AM-6:30PM"", ""Thursday"": ""8AM-6:30PM"", ""Friday"": ""8AM-6:30PM"", ""Saturday"": ""8AM-6:30PM""}",True,"https://www.google.com/maps/place/CLEAR+LINE+LLC/@30.303480999999998,-90.42997849999999,14z/data=!4m8!1m2!2m1!1sCLEAR+LINE+LLC!3m4!1s0x86275952ff1b7abf:0x59ab707ff531d6c5!8m2!3d30.303480999999998!4d-90.42997849999999",ChIJv3ob_1JZJ4YRxdYx9X9wq1k,darren@clearlineco.com,UNKNOWN,https://www.facebook.com/clearlineco/,,https://lh5.googleusercontent.com/-MvYdiKkVzGc/AAAAAAAAAAI/AAAAAAAAAAA/u61ltrk-DQc/s256/photo.jpg,#cdbe66,#060504,clearlinellc
"Brooks Plumbing & Septic Service, LLC",,"Plumber, Bathroom remodeler, Service establishment, Septic system service",Plumber,Plumber,+1 985-778-8737,CELLCO PARTNERSHIP DBA VERIZON,mobile,30.4749465,-90.0299454,,Abita Springs,LA,True,,,,52.0,"{""Sunday"": ""Closed"", ""Monday"": ""7AM-4:30PM"", ""Tuesday"": ""7AM-4:30PM"", ""Wednesday"": ""7AM-4:30PM"", ""Thursday"": ""7AM-4:30PM"", ""Friday"": ""7AM-4:30PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/Brooks+Plumbing+%26+Septic+Service%2C+LLC/@30.474946499999998,-90.0299454,14z/data=!4m8!1m2!2m1!1sBrooks+Plumbing+%26+Septic+Service%2C+LLC!3m4!1s0x889df5342d8455f1:0x56f2343374703f90!8m2!3d30.474946499999998!4d-90.0299454",ChIJ8VWELTT1nYgRkD9wdDM08lY,brooksplumbingservices@gmail.com,RECEIVING,https://www.facebook.com/BrooksPlumbingServicesLLC/,,https://lh3.googleusercontent.com/-_euOkiNeGAU/AAAAAAAAAAI/AAAAAAAAAAA/JA3Md6xs6iY/s256/photo.jpg,#212043,#d96a2d,brooksplumbingsepticservicellc
"Hardin's Plumbing, LLC",,Plumber,Plumber,Plumber,+1 985-845-7447,,landline,30.4080209,-90.1600502,"101 St John St, Madisonville, LA 70447",Madisonville,Louisiana,False,3.0,8.0,"https://search.google.com/local/reviews?placeid=ChIJodOdbMZEJ4YR0QyAtAbmi6c&q=plumber,+70437,+Folsom,+LA,+US&authuser=0&hl=en&gl=US",1.0,,False,"https://www.google.com/maps/place/Hardin%27s+Plumbing%2C+LLC/@30.4080209,-90.1600502,14z/data=!4m8!1m2!2m1!1sHardin%27s+Plumbing%2C+LLC!3m4!1s0x862744c66c9dd3a1:0xa78be606b4800cd1!8m2!3d30.4080209!4d-90.1600502",ChIJodOdbMZEJ4YR0QyAtAbmi6c,,,,,,,,hardinsplumbingllc
All Shores Plumbing LLC,,Plumber,Plumber,Plumber,+1 504-994-6582,T-Mobile USA Inc.,mobile,30.4006546,-90.1178975,"545 Ridgewood Dr, Mandeville, LA 70471",Mandeville,Louisiana,False,5.0,1.0,"https://search.google.com/local/reviews?placeid=ChIJ6SYMuLRbJ4YRMVBVZ4YcfKs&q=plumber,+70437,+Folsom,+LA,+US&authuser=0&hl=en&gl=US",4.0,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/All+Shores+Plumbing+LLC/@30.4006546,-90.1178975,14z/data=!4m8!1m2!2m1!1sAll+Shores+Plumbing+LLC!3m4!1s0x86275bb4b80c26e9:0xab7c1c8667555031!8m2!3d30.4006546!4d-90.1178975",ChIJ6SYMuLRbJ4YRMVBVZ4YcfKs,,,,,https://lh6.googleusercontent.com/-iKz36A9NUvM/AAAAAAAAAAI/AAAAAAAAAAA/pTc_Huj3S0M/s256/photo.jpg,#f5f8fa,#3d7ac1,allshoresplumbingllc
Big Branch Plumbing,,Plumber,Plumber,Plumber,+1 985-626-5711,,mobile,30.4255898,-90.0477894,"21357 Marion Ln, Mandeville, LA 70471",Mandeville,Louisiana,False,4.6,47.0,"https://search.google.com/local/reviews?placeid=ChIJW0oeFDBZJ4YR1yFtzx8pOGI&q=plumber,+70437,+Folsom,+LA,+US&authuser=0&hl=en&gl=US",2.0,"{""Sunday"": ""Closed"", ""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/Big+Branch+Plumbing/@30.425589799999997,-90.0477894,14z/data=!4m8!1m2!2m1!1sBig+Branch+Plumbing!3m4!1s0x86275930141e4a5b:0x6238291fcf6d21d7!8m2!3d30.425589799999997!4d-90.0477894",ChIJW0oeFDBZJ4YR1yFtzx8pOGI,,,,,https://lh5.googleusercontent.com/-EKSWql4uCfk/AAAAAAAAAAI/AAAAAAAAAAA/Sl0QmU6rnN8/s256/photo.jpg,#4374e0,#9fc2fe,bigbranchplumbing
Area-Wide LLC,,Plumber,Plumber,Plumber,+1 504-382-2360,T-Mobile USA Inc.,mobile,30.3941787,-90.0840029,"3433 US-190, Mandeville, LA 70471",Mandeville,Louisiana,False,5.0,1.0,"https://search.google.com/local/reviews?placeid=ChIJa5E3hNJbJ4YRgBtoQUR-FD8&q=plumber,+70437,+Folsom,+LA,+US&authuser=0&hl=en&gl=US",1.0,"{""Sunday"": ""Closed"", ""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""9AM-5PM""}",False,"https://www.google.com/maps/place/Area-Wide+LLC/@30.394178699999998,-90.0840029,14z/data=!4m8!1m2!2m1!1sArea-Wide+LLC!3m4!1s0x86275bd28437916b:0x3f147e4441681b80!8m2!3d30.394178699999998!4d-90.0840029",ChIJa5E3hNJbJ4YRgBtoQUR-FD8,,,,,,,,areawidellc
B & C Septic & Equipment Services,,Plumber,Plumber,Plumber,+1 985-969-3399,T-Mobile USA Inc.,mobile,30.8465407,-90.1536607,"976 Mott St, Franklinton, LA 70438",Franklinton,Louisiana,False,,,,1.0,,False,"https://www.google.com/maps/place/B+%26+C+Septic+%26+Equipment+Services/@30.8465407,-90.15366069999999,14z/data=!4m8!1m2!2m1!1sB+%26+C+Septic+%26+Equipment+Services!3m4!1s0x8627777f21ab93f3:0x76c7d68f99fc2abc!8m2!3d30.8465407!4d-90.15366069999999",ChIJ85OrIX93J4YRvCr8mY_Wx3Y,,,,,,,,bcsepticequipmentservices
Mike's Plumbing Services,,Plumber,Plumber,Plumber,+1 985-626-3516,,landline,30.3563323,-90.0660537,"335 Girod St, Mandeville, LA 70448",Mandeville,Louisiana,False,1.0,2.0,"https://search.google.com/local/reviews?placeid=ChIJw51cFvBZJ4YRRMQil_n0lT8&q=plumber,+70437,+Folsom,+LA,+US&authuser=0&hl=en&gl=US",1.0,,False,"https://www.google.com/maps/place/Mike%27s+Plumbing+Services/@30.3563323,-90.0660537,14z/data=!4m8!1m2!2m1!1sMike%27s+Plumbing+Services!3m4!1s0x862759f0165c9dc3:0x3f95f4f99722c444!8m2!3d30.3563323!4d-90.0660537",ChIJw51cFvBZJ4YRRMQil_n0lT8,mikesplumb78@gmail.com,RECEIVING,https://www.facebook.com/people/Mikes-Plumbing-Services-LLC/100057039597096/,,,,,mikesplumbingservices
T J Quave's Plumbing,,Plumber,Plumber,Plumber,+1 985-839-6592,,landline,30.7514016,-90.2194938,"8544, 16222 Bluebird Rd, Franklinton, LA 70438",Franklinton,LA,False,2.5,2.0,"https://search.google.com/local/reviews?placeid=ChIJ51tcA4RxJ4YRz7X-UElTqtM&q=plumber,+70437,+Folsom,+LA,+US&authuser=0&hl=en&gl=US",1.0,"{""Sunday"": ""Closed"", ""Monday"": ""7AM-5PM"", ""Tuesday"": ""7AM-5PM"", ""Wednesday"": ""7AM-5PM"", ""Thursday"": ""7AM-5PM"", ""Friday"": ""7AM-5PM"", ""Saturday"": ""Closed""}",False,"https://www.google.com/maps/place/T+J+Quave%27s+Plumbing/@30.751401599999998,-90.2194938,14z/data=!4m8!1m2!2m1!1sT+J+Quave%27s+Plumbing!3m4!1s0x86277184035c5be7:0xd3aa534950feb5cf!8m2!3d30.751401599999998!4d-90.2194938",ChIJ51tcA4RxJ4YRz7X-UElTqtM,,,,,,,,tjquavesplumbing
"National Controls & Service Group, LLC",,"Plumber, Air conditioning contractor, Air conditioning system supplier, Heating contractor, Air conditioning repair service",Air conditioning repair service,Plumber,+1 985-302-2206,,mobile,30.8464332,-90.1376073,"2008 Washington St, Franklinton, LA 70438",Franklinton,Louisiana,False,5.0,5.0,"https://search.google.com/local/reviews?placeid=ChIJaWGE_6ReJ4YRr7oBbXtYHSM&q=plumber,+70437,+Folsom,+LA,+US&authuser=0&hl=en&gl=US",4.0,"{""Sunday"": ""7AM-9PM"", ""Monday"": ""7AM-9PM"", ""Tuesday"": ""7AM-9PM"", ""Wednesday"": ""7AM-9PM"", ""Thursday"": ""7AM-9PM"", ""Friday"": ""7AM-9PM"", ""Saturday"": ""7AM-10PM""}",False,"https://www.google.com/maps/place/National+Controls+%26+Service+Group%2C+LLC/@30.8464332,-90.1376073,14z/data=!4m8!1m2!2m1!1sNational+Controls+%26+Service+Group%2C+LLC!3m4!1s0x86275ea4ff846169:0x231d587b6d01baaf!8m2!3d30.8464332!4d-90.1376073",ChIJaWGE_6ReJ4YRr7oBbXtYHSM,,,,,,,,nationalcontrolsservicegroupllc
de Veer Plumbing,http://deveerplumbing.com/?utm_source=google,"Plumber, Bathroom remodeler, Contractor, Service establishment, Gasfitter, Repair service",Plumber,Plumber,+1 985-445-8187,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,30.3618765,-89.952102,,Lacombe,LA,True,5.0,219.0,"https://search.google.com/local/reviews?placeid=ChIJhY5yiwDnnYgRWphY6DoXPaM&q=plumber,+70437,+Folsom,+LA,+US&authuser=0&hl=en&gl=US",68.0,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-4PM"", ""Tuesday"": ""8AM-4PM"", ""Wednesday"": ""8AM-4PM"", ""Thursday"": ""8AM-4PM"", ""Friday"": ""8AM-4PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/de+Veer+Plumbing/@30.361876499999997,-89.952102,14z/data=!4m8!1m2!2m1!1sde+Veer+Plumbing!3m4!1s0x889de7008b728e85:0xa33d173ae858985a!8m2!3d30.361876499999997!4d-89.952102",ChIJhY5yiwDnnYgRWphY6DoXPaM,deveerplumbing@gmail.com,RECEIVING,,,https://lh6.googleusercontent.com/-mWv7HCwCmXo/AAAAAAAAAAI/AAAAAAAAAAA/778rVLOFMBY/s256/photo.jpg,#fdfdfe,#41628a,deveerplumbing
Totally Hitched Mobile RV Repair LLC,https://www.facebook.com/totallyhitchedrvrepair/,RV repair shop,RV repair shop,RV repair shop,+1 985-981-2465,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,30.6278884,-90.1905869,"82256 Austin St, Folsom, LA 70437",Folsom,Louisiana,False,4.8,16.0,"https://search.google.com/local/reviews?placeid=ChIJgRkOdWxvJ4YRLUiwyiKMAfA&q=plumber,+70437,+Folsom,+LA,+US&authuser=0&hl=en&gl=US",2.0,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-6PM"", ""Tuesday"": ""8AM-6PM"", ""Wednesday"": ""8AM-6PM"", ""Thursday"": ""8AM-6PM"", ""Friday"": ""8AM-6PM"", ""Saturday"": ""8AM-5PM""}",True,"https://www.google.com/maps/place/Totally+Hitched+Mobile+RV+Repair+LLC/@30.6278884,-90.1905869,14z/data=!4m8!1m2!2m1!1sTotally+Hitched+Mobile+RV+Repair+LLC!3m4!1s0x86276f6c750e1981:0xf0018c22cab0482d!8m2!3d30.6278884!4d-90.1905869",ChIJgRkOdWxvJ4YRLUiwyiKMAfA,hitchedrvrepair@gmail.com,RECEIVING,https://www.facebook.com/totallyhitchedrvrepair,,https://lh3.googleusercontent.com/-jdi83t15iL4/AAAAAAAAAAI/AAAAAAAAAAA/GwWhVnZxAYs/s256/photo.jpg,#4374e0,#9fc2fe,totallyhitchedmobilervrepairllc
D O Fussell Septic Tanks,,Septic system service,Septic system service,Septic system service,+1 985-839-4982,,landline,30.7603579,-90.1187073,"16416 Fussell Rd, Franklinton, LA 70438",Franklinton,Louisiana,False,5.0,3.0,"https://search.google.com/local/reviews?placeid=ChIJa2pBU1Z6J4YRcFD6P-59QqI&q=plumber,+70437,+Folsom,+LA,+US&authuser=0&hl=en&gl=US",1.0,,False,"https://www.google.com/maps/place/D+O+Fussell+Septic+Tanks/@30.7603579,-90.1187073,14z/data=!4m8!1m2!2m1!1sD+O+Fussell+Septic+Tanks!3m4!1s0x86277a5653416a6b:0xa2427dee3ffa5070!8m2!3d30.7603579!4d-90.1187073",ChIJa2pBU1Z6J4YRcFD6P-59QqI,,,,,,,,dofussellseptictanks
Bill's Plumbing,,Plumber,Plumber,Plumber,+1 985-878-3609,,landline,30.6550453,-90.4443891,"55266 Pine Grove Church Rd, Independence, LA 70443",Independence,Louisiana,False,3.0,23.0,"https://search.google.com/local/reviews?placeid=ChIJ9ZGav4QQJ4YRbKsDI7fJwkA&q=plumber,+70437,+Folsom,+LA,+US&authuser=0&hl=en&gl=US",,"{""Sunday"": ""Closed"", ""Monday"": ""7AM-4PM"", ""Tuesday"": ""7AM-4PM"", ""Wednesday"": ""7AM-4PM"", ""Thursday"": ""7AM-4PM"", ""Friday"": ""7AM-4PM"", ""Saturday"": ""Closed""}",False,"https://www.google.com/maps/place/Bill%27s+Plumbing/@30.655045299999998,-90.4443891,14z/data=!4m8!1m2!2m1!1sBill%27s+Plumbing!3m4!1s0x86271084bf9a91f5:0x40c2c9b72303ab6c!8m2!3d30.655045299999998!4d-90.4443891",ChIJ9ZGav4QQJ4YRbKsDI7fJwkA,,,,,,,,billsplumbing
Ron's Plumbing Repair,,Plumber,Plumber,Plumber,+1 985-626-2768,,landline,30.3582883,-90.065709,"Mandeville, LA 70448",Mandeville,Louisiana,False,,,,1.0,,False,"https://www.google.com/maps/place/Ron%27s+Plumbing+Repair/@30.358288299999998,-90.065709,14z/data=!4m8!1m2!2m1!1sRon%27s+Plumbing+Repair!3m4!1s0x862759f1d3f64ad1:0xdfc7534cb4238199!8m2!3d30.358288299999998!4d-90.065709",ChIJ0Ur20_FZJ4YRmYEjtExTx98,,,,,,,,ronsplumbingrepair
AMERICAN DO-ALL inc.,https://www.americandoall.net/,Plumber,Plumber,Plumber,+1 985-626-9502,,landline,30.3582883,-90.065709,"Mandeville, LA 70448",Mandeville,Louisiana,False,5.0,1.0,"https://search.google.com/local/reviews?placeid=ChIJ0Ur20_FZJ4YR3g1Kl1_IEfs&q=plumber,+70437,+Folsom,+LA,+US&authuser=0&hl=en&gl=US",1.0,"{""Sunday"": ""Closed"", ""Monday"": ""7:30AM-4:30PM"", ""Tuesday"": ""7:30AM-4:30PM"", ""Wednesday"": ""7:30AM-4:30PM"", ""Thursday"": ""7:30AM-4:30PM"", ""Friday"": ""7:30AM-4:30PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/AMERICAN+DO-ALL+inc./@30.358288299999998,-90.065709,14z/data=!4m8!1m2!2m1!1sAMERICAN+DO-ALL+inc.!3m4!1s0x862759f1d3f64ad1:0xfb11c85f974a0dde!8m2!3d30.358288299999998!4d-90.065709",ChIJ0Ur20_FZJ4YR3g1Kl1_IEfs,info@americandoall.net,RECEIVING,,,https://lh6.googleusercontent.com/-AKD8vxlIKKY/AAAAAAAAAAI/AAAAAAAAAAA/Kp4bVY1pzQI/s256/photo.jpg,#4374e0,#9fc2fe,americandoallinc
Bill Griffiths Plumbing,,"Plumber, Drainage service, Service establishment",Plumber,Plumber,+1 724-858-0488,AERIAL COMMUNICATIONS,mobile,40.2808975,-79.5390955,,Greensburg,PA,True,4.8,26.0,"https://search.google.com/local/reviews?placeid=ChIJMRMKDV7aNIgRMxI-9kSHImc&q=plumber,+70441,+Greensburg,+LA,+US&authuser=0&hl=en&gl=US",66.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/Bill+Griffiths+Plumbing/@40.280897499999995,-79.5390955,14z/data=!4m8!1m2!2m1!1sBill+Griffiths+Plumbing!3m4!1s0x8834da5e0d0a1331:0x67228744f63e1233!8m2!3d40.280897499999995!4d-79.5390955",ChIJMRMKDV7aNIgRMxI-9kSHImc,billgriffithsplumbing@gmail.com,RECEIVING,https://www.facebook.com/BillGriffithsPlumbing/,,https://lh5.googleusercontent.com/-Z-22AogIPtY/AAAAAAAAAAI/AAAAAAAAAAA/u-E78NnnwtI/s256/photo.jpg,#255072,#e7e8ec,billgriffithsplumbing
Anderson Plumbing LLC,,Plumber,Plumber,Plumber,+1 270-403-3162,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,37.3313485,-85.5362349,"569 Summersville Rd, Greensburg, KY 42743",Greensburg,Kentucky,False,4.4,7.0,"https://search.google.com/local/reviews?placeid=ChIJy9gK4R15aIgR1MDib2wF9Fs&q=plumber,+70441,+Greensburg,+LA,+US&authuser=0&hl=en&gl=US",42.0,"{""Sunday"": ""Closed"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/Anderson+Plumbing+LLC/@37.3313485,-85.5362349,14z/data=!4m8!1m2!2m1!1sAnderson+Plumbing+LLC!3m4!1s0x8868791de10ad8cb:0x5bf4056c6fe2c0d4!8m2!3d37.3313485!4d-85.5362349",ChIJy9gK4R15aIgR1MDib2wF9Fs,,,,,https://lh4.googleusercontent.com/--nnKeRMSH4o/AAAAAAAAAAI/AAAAAAAAAAA/n-umdBMUAko/s256/photo.jpg,#406050,#c1daee,andersonplumbingllc
1 Plumber L.L.C.,https://www.1plumberllc.com/,Plumber,Plumber,Plumber,+1 724-853-9736,CELLCO PARTNERSHIP DBA VERIZON,landline,40.3279517,-79.5513218,"314 Kemerer Dr, Greensburg, PA 15601",Greensburg,Pennsylvania,False,4.7,29.0,"https://search.google.com/local/reviews?placeid=ChIJzZJQkPzPNIgRbivC6I1Vd7Q&q=plumber,+70441,+Greensburg,+LA,+US&authuser=0&hl=en&gl=US",17.0,"{""Sunday"": ""Closed"", ""Monday"": ""7AM-5PM"", ""Tuesday"": ""7AM-5PM"", ""Wednesday"": ""7AM-5PM"", ""Thursday"": ""7AM-5PM"", ""Friday"": ""7AM-5PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/1+Plumber+L.L.C./@40.3279517,-79.5513218,14z/data=!4m8!1m2!2m1!1s1+Plumber+L.L.C.!3m4!1s0x8834cffc905092cd:0xb477558de8c22b6e!8m2!3d40.3279517!4d-79.5513218",ChIJzZJQkPzPNIgRbivC6I1Vd7Q,1plumberllcpa@gmail.com,RECEIVING,https://www.facebook.com/1plumberllc/,,https://lh3.googleusercontent.com/-ZtmX8SoAPGY/AAAAAAAAAAI/AAAAAAAAAAA/mzUSwF8ysjA/s256/photo.jpg,#6c661d,#fdfdfc,1plumberllc
Rick Adams Plumbing & Pools,https://rickadamsplumbing.com/,"Plumber, Contractor, Drainage service, General contractor, Hot tub store, Swimming pool contractor, Swimming pool repair service, Water jet cutting service, Water purification company, Water softening equipment supplier",Plumber,Plumber,+1 812-663-5421,"MILES COMMUNICATIONS, INC. DBA",fixed line,39.3367677,-85.4816251,"228 E Main St, Greensburg, IN 47240",Greensburg,Indiana,False,3.9,45.0,"https://search.google.com/local/reviews?placeid=ChIJ41Ttfsr7aogRXXdXkwgivmQ&q=plumber,+70441,+Greensburg,+LA,+US&authuser=0&hl=en&gl=US",13.0,"{""Sunday"": ""Closed"", ""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""9AM-12PM""}",True,"https://www.google.com/maps/place/Rick+Adams+Plumbing+%26+Pools/@39.336767699999996,-85.4816251,14z/data=!4m8!1m2!2m1!1sRick+Adams+Plumbing+%26+Pools!3m4!1s0x886afbca7eed54e3:0x64be22089357775d!8m2!3d39.336767699999996!4d-85.4816251",ChIJ41Ttfsr7aogRXXdXkwgivmQ,info@rickadamsplumbing.com,RECEIVING,,,https://lh3.googleusercontent.com/-_3Xu0bu8zWE/AAAAAAAAAAI/AAAAAAAAAAA/9uBBfl4E2RU/s256/photo.jpg,#fcfcfc,#4a474c,rickadamsplumbingpools
Causey Fix it All,,"General contractor, Construction company, Handyman/Handywoman/Handyperson, Lawn care service, Painter, Woodworker",General contractor,General contractor,+1 225-733-8116,T-Mobile USA Inc.,mobile,30.7434032,-90.8235234,"239 Harvey Ln, Greensburg, LA 70441",Greensburg,Louisiana,False,3.0,2.0,"https://search.google.com/local/reviews?placeid=ChIJj5RhN1XxJoYRnmLXAPyyxtI&q=plumber,+70441,+Greensburg,+LA,+US&authuser=0&hl=en&gl=US",61.0,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-3PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/Causey+Fix+it+All/@30.7434032,-90.8235234,14z/data=!4m8!1m2!2m1!1sCausey+Fix+it+All!3m4!1s0x8626f1553761948f:0xd2c6b2fc00d7629e!8m2!3d30.7434032!4d-90.8235234",ChIJj5RhN1XxJoYRnmLXAPyyxtI,,,,,https://lh5.googleusercontent.com/-oOKNruk4cDc/AAAAAAAAAAI/AAAAAAAAAAA/OE2YUiXIK0w/s256/photo.jpg,#4374e0,#9fc2fe,causeyfixitall
